##############################################################################
#
#  Data for the enumerative problem
#  V3V2Ve3U2U = 7 on Praxis
#
##############################################################################
FlagVariety:=[1, 2, 7]:
Label := "V3V2Ve3U2U":
EnumerativeProblem:=[ [1, 5, 2, 3, 4, 6, 7] ,[1, 4, 2, 3, 5, 6, 7]
                     ,[1, 3, 2, 4, 5, 6, 7] ,[1, 3, 2, 4, 5, 6, 7]
                     ,[1, 3, 2, 4, 5, 6, 7] ,[3, 1, 2, 4, 5, 6, 7]
                     ,[2, 1, 3, 4, 5, 6, 7]]:
NumberOfSolutions := 7:
Necklaces:=[ [1, 2, 3, 4, 5, 6] ,[3, 2, 4, 5, 6, 1]
            ,[4, 2, 3, 5, 6, 1] ,[6, 1, 2, 4, 5, 3]
            ,[5, 2, 3, 4, 6, 1] ,[1, 3, 4, 5, 6, 2]
            ,[6, 2, 3, 4, 5, 1] ,[1, 2, 3, 4, 6, 5]
            ,[1, 2, 3, 5, 4, 6] ,[1, 2, 3, 6, 4, 5]
            ,[1, 2, 3, 5, 6, 4] ,[1, 2, 3, 6, 5, 4]
            ,[1, 2, 4, 5, 3, 6] ,[1, 2, 4, 6, 3, 5]
            ,[1, 2, 5, 6, 3, 4] ,[1, 2, 4, 5, 6, 3]
            ,[1, 2, 4, 6, 5, 3] ,[1, 2, 5, 6, 4, 3]
            ,[3, 2, 4, 6, 5, 1] ,[2, 1, 3, 5, 4, 6]
            ,[1, 3, 4, 6, 2, 5] ,[1, 4, 5, 6, 2, 3]
            ,[1, 3, 4, 6, 5, 2] ,[1, 3, 5, 6, 4, 2]
            ,[1, 4, 5, 6, 3, 2] ,[2, 1, 3, 4, 5, 6]
            ,[2, 1, 3, 4, 6, 5] ,[2, 1, 3, 6, 4, 5]
            ,[2, 1, 3, 5, 6, 4] ,[2, 1, 3, 6, 5, 4]
            ,[2, 1, 4, 5, 3, 6] ,[2, 1, 4, 6, 3, 5]
            ,[2, 1, 5, 6, 3, 4] ,[2, 1, 4, 5, 6, 3]
            ,[2, 1, 4, 6, 5, 3] ,[2, 1, 5, 6, 4, 3]
            ,[3, 1, 2, 4, 5, 6] ,[3, 1, 2, 4, 6, 5]
            ,[3, 1, 2, 5, 4, 6] ,[3, 1, 2, 6, 4, 5]
            ,[3, 1, 2, 5, 6, 4] ,[3, 1, 2, 6, 5, 4]
            ,[4, 1, 2, 3, 5, 6] ,[4, 1, 2, 3, 6, 5]
            ,[5, 1, 2, 3, 4, 6] ,[5, 1, 2, 3, 6, 4]
            ,[4, 1, 2, 5, 3, 6] ,[4, 1, 2, 6, 3, 5]
            ,[5, 1, 2, 4, 3, 6] ,[4, 1, 2, 5, 6, 3]
            ,[4, 1, 2, 6, 5, 3] ,[5, 1, 2, 4, 6, 3]
            ,[3, 1, 4, 5, 2, 6] ,[3, 1, 4, 6, 2, 5]
            ,[4, 1, 3, 6, 2, 5] ,[5, 1, 3, 4, 2, 6]
            ,[3, 1, 4, 5, 6, 2] ,[4, 1, 3, 5, 6, 2]
            ,[5, 1, 3, 4, 6, 2] ,[5, 2, 3, 4, 1, 6]
           ]:
Points:=[[6, 41],[10, 40],[14, 39],[17, 37],[21, 35],[25, 33],[28, 30]
       ,[31, 27],[33, 24],[36, 21],[37, 17],[39, 13],[40, 9],[41, 5]
       ,[41, 1],[41, -3],[40, -8],[39, -12],[38, -16],[36, -19],[34, -23]
       ,[32, -26],[29, -29],[26, -32],[22, -34],[19, -36],[15, -38],[11, -40]
       ,[7, -40],[3, -41] ]:
PointSelection := "QuasiUniformPointsAss(30,41)":
Machine := "Praxis":
##############################################################################
Instance:=50000:
PreTime:=  47575.16:
GroebnerTime:= 514039.50:
RealTime:=  88671.62:
Table:=[[0,0,0,50000]
       ,[0,1190,10119,38691]
       ,[14,1103,10110,38773]
       ,[0,5623,15585,28792]
       ,[332,2809,9986,36873]
       ,[632,3099,26352,19917]
       ,[524,5105,10579,33792]
       ,[0,0,0,50000]
       ,[0,1273,15773,32954]
       ,[0,0,0,50000]
       ,[0,10468,12921,26611]
       ,[0,0,0,50000]
       ,[10,5776,18567,25647]
       ,[0,4004,13176,32820]
       ,[0,0,0,50000]
       ,[65,8192,25526,16217]
       ,[0,7120,12250,30630]
       ,[0,0,0,50000]
       ,[5,4966,15508,29521]
       ,[0,1156,16289,32555]
       ,[180,10367,23518,15935]
       ,[0,0,0,50000]
       ,[15,10829,23257,15899]
       ,[0,5484,11755,32761]
       ,[0,0,0,50000]
       ,[0,0,0,50000]
       ,[0,0,0,50000]
       ,[0,0,0,50000]
       ,[0,10811,13730,25459]
       ,[0,0,0,50000]
       ,[20,4773,15306,29901]
       ,[0,3323,18029,28648]
       ,[0,0,0,50000]
       ,[12,5987,23997,20004]
       ,[0,8126,12682,29192]
       ,[0,0,0,50000]
       ,[0,0,0,50000]
       ,[0,0,0,50000]
       ,[0,911,16931,32158]
       ,[0,0,0,50000]
       ,[0,11344,10691,27965]
       ,[0,0,0,50000]
       ,[0,0,0,50000]
       ,[0,0,0,50000]
       ,[0,0,13625,36375]
       ,[0,0,15438,34562]
       ,[16,1516,11086,37382]
       ,[0,0,19086,30914]
       ,[0,786,7609,41605]
       ,[0,4215,16855,28930]
       ,[0,0,19274,30726]
       ,[10,3131,21036,25823]
       ,[310,3870,16834,28986]
       ,[132,1824,21320,26724]
       ,[0,2957,12804,34239]
       ,[0,3321,20197,26482]
       ,[0,6462,19952,23586]
       ,[5,8579,19685,21731]
       ,[207,7638,21060,21095]
       ,[0,411,11406,38183]]:
CoefficientHeight:=   87.5:
