##############################################################################
#
#  Data for the enumerative problem
#  V3Ue2Ve6 = 14 on Pisces
#
##############################################################################
FlagVariety:=[1, 2, 7]:
Label := "V3Ue2Ve6":
EnumerativeProblem:=[ [1, 5, 2, 3, 4, 6, 7] ,[2, 1, 3, 4, 5, 6, 7]
                     ,[2, 1, 3, 4, 5, 6, 7] ,[1, 3, 2, 4, 5, 6, 7]
                     ,[1, 3, 2, 4, 5, 6, 7] ,[1, 3, 2, 4, 5, 6, 7]
                     ,[1, 3, 2, 4, 5, 6, 7] ,[1, 3, 2, 4, 5, 6, 7]
                     ,[1, 3, 2, 4, 5, 6, 7]]:
NumberOfSolutions := 14:
Necklaces:=[ [1, 2, 3, 4, 5, 6, 7, 8] ,[1, 3, 2, 4, 5, 6, 7, 8]
            ,[1, 4, 2, 3, 5, 6, 7, 8] ,[1, 5, 2, 3, 4, 6, 7, 8]
            ,[1, 6, 2, 3, 4, 5, 7, 8] ,[1, 7, 2, 3, 4, 5, 6, 8]
            ,[1, 8, 2, 3, 4, 5, 6, 7] ,[2, 3, 1, 4, 5, 6, 7, 8]
            ,[2, 4, 1, 3, 5, 6, 7, 8] ,[2, 5, 1, 3, 4, 6, 7, 8]
            ,[2, 6, 1, 3, 4, 5, 7, 8] ,[2, 7, 1, 3, 4, 5, 6, 8]
            ,[3, 4, 1, 2, 5, 6, 7, 8] ,[3, 5, 1, 2, 4, 6, 7, 8]
            ,[3, 6, 1, 2, 4, 5, 7, 8] ,[4, 5, 1, 2, 3, 6, 7, 8]
           ]:
Points:=[[9, 66],[16, 65],[22, 63],[28, 61],[34, 57],[40, 54],[45, 49]
       ,[50, 44],[54, 39],[58, 34],[61, 27],[64, 21],[65, 15],[67, 8]
       ,[67, 1],[67, -6],[66, -12],[64, -19],[62, -25],[59, -32],[56, -37]
       ,[52, -43],[47, -48],[42, -52],[36, -56],[31, -60],[24, -62],[18, -65]
       ,[11, -66],[5, -67] ]:
PointSelection := "QuasiUniformPointsAss(30,67)":
Machine := "Pisces":
##############################################################################
Instance:=10000:
PreTime:=   2426.38:
GroebnerTime:= 880794.36:
RealTime:=  11266.33:
Table:=[[0,0,0,0,0,0,0,10000]
       ,[0,0,0,1223,1082,1091,2344,4260]
       ,[0,1,6,119,802,482,4382,4208]
       ,[0,0,70,435,844,1265,4863,2523]
       ,[0,0,52,392,1022,1055,3058,4421]
       ,[0,0,13,243,761,1392,2726,4865]
       ,[0,21,162,508,979,1539,795,5996]
       ,[0,0,0,0,0,0,0,10000]
       ,[0,0,0,1439,2308,2072,1673,2508]
       ,[0,5,42,315,1815,1979,3509,2335]
       ,[0,0,127,953,1886,2309,3452,1273]
       ,[0,0,12,345,2054,3530,2348,1711]
       ,[0,0,0,0,0,0,0,10000]
       ,[0,0,0,1681,2591,2009,1178,2541]
       ,[0,6,55,416,1599,2932,3363,1629]
       ,[0,0,0,0,0,0,0,10000]]:
CoefficientHeight:=  257.4:
